TimeStamp,Fpz,Gnd,Fz,Cz,CPz,POz
1133348.4718,-4596.57,19310.91,8284.95,34693.91,30857.23,22886.37
1133348.4738,-4576.78,19284.44,8174.94,34682.13,30799.34,22844.27
1133348.4758,-4553.75,19255.55,8054.54,34668.35,30740.07,22804.36
1133348.4778,-4546.36,19256.07,8005.57,34667.4,30713.23,22789.1
1133348.4798,-4560.85,19302.7,8132.98,34695.06,30780.32,22841.22
1133348.4818,-4574.01,19324.3,8230.73,34706.79,30825.9,22877.74
1133348.4838,-4588.89,19349.67,8338.12,34717.95,30878.98,22917.85
1133348.4858,-4599.43,19352.49,8403.45,34712.99,30911.26,22933.87
1133348.4878,-4596.57,19309.62,8317.9,34684.14,30864.96,22892.38
1133348.4898,-4588.08,19274.86,8192.4,34666.11,30801.73,22844.84
1133348.4918,-4577.02,19252.3,8087.54,34659.58,30755.0,22813.66
1133348.4938,-4562.86,19237.43,7981.4,34655.05,30703.45,22784.38
1133348.4958,-4572.82,19281.58,8084.68,34685.76,30759.77,22826.58
1133348.4978,-4583.69,19310.86,8195.54,34697.92,30809.88,22861.25
1133348.4998,-4582.26,19333.75,8295.01,34707.12,30856.09,22897.06
1133348.5018,-4584.27,19353.2,8393.81,34718.37,30909.73,22936.78
1133348.5038,-4594.42,19326.74,8360.34,34704.16,30896.24,22923.81
1133348.5058,-4597.38,19289.78,8234.07,34682.75,30831.48,22874.21
1133348.5078,-4587.75,19272.38,8142.66,34675.41,30786.42,22840.31
1133348.5098,-4562.43,19233.47,7997.18,34656.58,30711.7,22784.66
1133348.5118,-4554.22,19266.13,8041.57,34680.28,30740.69,22810.89
1133348.5138,-4569.24,19301.08,8157.78,34695.53,30794.53,22848.32
1133348.5158,-4578.54,19323.35,8251.72,34698.54,30835.11,22874.02
1133348.5178,-4586.55,19341.19,8346.61,34707.12,30883.27,22909.6
1133348.5198,-4596.66,19335.32,8376.31,34703.88,30900.58,22920.71
1133348.5218,-4586.74,19299.32,8268.6,34683.66,30847.22,22876.69
1133348.5237,-4573.58,19279.86,8173.99,34676.75,30801.35,22840.17
1133348.5257,-4566.48,19243.15,8033.13,34658.63,30727.34,22789.67
1133348.5277,-4564.67,19246.72,7993.32,34664.92,30709.22,22787.53
1133348.5297,-4576.16,19291.4,8114.62,34688.05,30768.68,22831.35
1133348.5317,-4581.02,19319.2,8219.53,34698.68,30819.61,22865.44
1133348.5337,-4585.08,19338.9,8319.0,34709.93,30871.82,22904.83
1133348.5357,-4595.52,19346.38,8390.86,34714.51,30912.12,22935.35
1133348.5377,-4590.7,19310.19,8308.08,34690.81,30867.77,22895.77
1133348.5397,-4585.93,19277.15,8195.54,34671.98,30807.12,22847.61
1133348.5417,-4570.77,19255.07,8081.96,34662.68,30750.8,22805.6
1133348.5437,-4554.56,19240.81,7979.54,34659.72,30700.35,22777.7
