TimeStamp,Fpz,Gnd,Fz,Cz,CPz,POz
1133267.567,-4029.75,20664.6,9200.19,36188.08,32625.35,24294.81
1133267.569,-4033.38,20715.81,9347.15,36219.6,32701.88,24352.36
1133267.571,-4059.65,20731.17,9464.88,36220.6,32746.27,24374.73
1133267.573,-4076.53,20742.13,9566.21,36220.79,32793.72,24409.11
1133267.575,-4090.64,20736.65,9607.17,36218.89,32824.66,24432.38
1133267.577,-4088.93,20694.07,9487.96,36194.0,32765.25,24382.31
1133267.579,-4067.14,20673.28,9373.43,36188.18,32714.28,24341.06
1133267.581,-4047.73,20639.8,9227.52,36167.39,32636.93,24287.61
1133267.583,-4048.11,20640.76,9159.14,36169.39,32598.74,24267.44
1133267.585,-4061.27,20687.53,9282.07,36200.58,32665.64,24318.65
1133267.587,-4061.27,20719.24,9423.3,36217.5,32729.2,24365.57
1133267.589,-4071.71,20734.65,9526.44,36223.8,32775.55,24398.62
1133267.591,-4088.35,20745.8,9619.57,36232.62,32832.91,24440.43
1133267.593,-4080.39,20717.19,9540.51,36214.55,32796.48,24408.25
1133267.595,-4058.08,20689.78,9418.06,36203.58,32740.55,24365.33
1133267.597,-4046.3,20658.64,9284.97,36186.99,32676.22,24317.89
1133267.599,-4034.57,20640.14,9163.48,36179.26,32615.47,24280.17
1133267.601,-4034.85,20684.15,9247.02,36208.78,32664.3,24322.7
1133267.603,-4054.98,20715.24,9386.97,36220.22,32726.01,24365.48
1133267.605,-4063.23,20734.36,9491.16,36224.85,32766.73,24390.51
1133267.607,-4079.77,20752.77,9602.88,36235.58,32827.76,24436.33
1133267.609,-4080.11,20728.64,9578.61,36220.46,32817.84,24430.95
1133267.611,-4067.95,20688.87,9447.58,36197.0,32753.66,24379.16
1133267.613,-4054.12,20660.55,9324.17,36182.12,32692.67,24331.38
1133267.615,-4039.14,20633.84,9178.97,36162.81,32613.57,24275.97
1133267.617,-4042.44,20653.97,9187.89,36175.78,32617.24,24283.56
1133267.619,-4065.47,20689.97,9329.03,36195.09,32686.29,24330.33
1133267.621,-4080.39,20712.09,9442.76,36206.39,32735.97,24361.52
1133267.623,-4084.02,20746.23,9565.45,36227.9,32802.49,24417.36
1133267.625,-4080.92,20747.62,9612.13,36229.9,32836.97,24448.45
1133267.627,-4068.57,20708.47,9498.22,36205.2,32778.08,24402.43
1133267.629,-4056.12,20675.85,9370.57,36187.32,32711.75,24350.69
1133267.631,-4042.39,20650.82,9235.81,36178.26,32648.76,24305.16
1133267.633,-4034.81,20647.0,9165.0,36178.45,32614.14,24282.46
1133267.635,-4043.34,20685.48,9285.88,36201.77,32673.41,24326.57
1133267.637,-4052.83,20710.66,9414.96,36210.92,32728.63,24365.81
1133267.639,-4056.17,20741.32,9534.46,36230.47,32790.04,24413.06
1133267.641,-4078.25,20744.52,9617.81,36234.53,32841.4,24449.97
1133267.643,-4077.63,20714.91,9542.23,36216.64,32806.11,24417.83
1133267.645,-4070.81,20675.71,9406.76,36196.05,32736.97,24365.71
1133267.647,-4056.74,20652.15,9281.35,36182.46,32675.32,24320.75
1133267.649,-4037.81,20633.89,9157.18,36170.92,32609.42,24275.73
