TimeStamp,AF7,FP1,FP2,AF8,O1,O2,I1,I2
1051720.2477,13343.05,4188.11,-5108.55,10411.17,27909.76,-2748.68,5510.57,24940.3
1051720.2517,13363.89,4284.81,-5058.0,10431.53,27873.42,-2813.86,5557.78,24873.5
1051720.2557,13342.86,4177.62,-5112.27,10418.94,27468.4,-3218.27,4056.5,24662.45
1051720.2597,13316.2,4059.03,-5174.78,10420.42,27480.41,-3174.35,3919.17,24663.83
1051720.2637,13327.03,4149.34,-5141.35,10395.67,27864.03,-2814.01,5318.93,24866.25
1051720.2677,13360.88,4268.36,-5093.05,10384.75,27925.73,-2770.61,5725.81,24896.72
1051720.2717,13341.52,4207.75,-5094.15,10431.43,27505.97,-3152.28,4235.98,24720.62
1051720.2756,13323.02,4065.66,-5156.85,10446.93,27449.04,-3168.3,3767.73,24749.0
1051720.2796,13312.29,4115.39,-5137.11,10436.92,27827.55,-2810.62,5119.23,24930.24
1051720.2836,13330.46,4235.7,-5080.18,10400.58,27955.73,-2697.09,5805.06,24975.68
1051720.2876,13324.93,4201.08,-5100.35,10400.3,27575.93,-3111.22,4525.28,24690.11
1051720.2916,13298.85,4061.65,-5166.05,10408.78,27401.45,-3283.98,3676.89,24541.19
1051720.2956,13316.06,4096.89,-5167.44,10382.03,27753.02,-2935.46,4873.18,24719.62
1051720.2996,13355.21,4248.52,-5090.62,10406.69,27976.37,-2727.32,5798.96,24861.39
1051720.3036,13359.98,4247.76,-5085.04,10416.32,27662.09,-3000.55,4792.26,24764.35
1051720.3076,13339.9,4107.86,-5159.47,10422.56,27386.19,-3253.17,3632.26,24611.05
1051720.3116,13325.88,4089.64,-5158.62,10415.75,27708.72,-2942.09,4657.36,24770.45
1051720.3156,13336.8,4222.73,-5104.59,10413.03,27977.76,-2688.46,5798.87,24908.59
1051720.3196,13363.22,4254.63,-5096.91,10410.64,27734.95,-2906.04,5117.04,24812.42
1051720.3236,13338.71,4137.47,-5153.13,10416.6,27405.27,-3201.68,3753.76,24680.24
1051720.3276,13317.54,4081.87,-5183.51,10419.32,27617.46,-3001.31,4380.7,24729.54
1051720.3316,13352.3,4211.81,-5109.22,10414.32,27947.14,-2680.73,5708.5,24914.98
1051720.3356,13337.14,4241.99,-5073.4,10416.75,27821.64,-2816.77,5437.66,24846.6
1051720.3396,13308.86,4145.24,-5119.09,10421.33,27436.55,-3161.62,3941.2,24673.99
1051720.3436,13337.04,4076.2,-5176.74,10414.27,27567.1,-3018.09,4169.75,24779.04
1051720.3476,13358.17,4201.32,-5113.55,10428.33,27930.17,-2653.79,5566.12,25003.72
1051720.3516,13373.81,4289.39,-5076.22,10431.0,27880.2,-2766.28,5636.12,24834.45
1051720.3556,13339.76,4180.29,-5128.34,10421.56,27464.97,-3161.38,4115.53,24630.98
1051720.3596,13307.53,4048.11,-5202.01,10391.19,27497.39,-3078.75,3987.5,24735.12
1051720.3636,13319.64,4139.23,-5171.39,10376.5,27862.93,-2740.24,5376.48,24884.85
1051720.3676,13338.23,4249.91,-5114.13,10393.48,27913.05,-2697.94,5783.94,24887.71
1051720.3716,13327.79,4189.78,-5118.47,10402.92,27491.72,-3100.25,4330.68,24653.25
1051720.3756,13286.26,4022.36,-5219.51,10360.77,27406.89,-3200.01,3809.07,24553.78
1051720.3796,13304.62,4091.22,-5161.62,10393.29,27790.93,-2811.1,5152.89,24803.07
1051720.3836,13348.72,4273.84,-5066.92,10431.62,27944.28,-2649.69,5883.12,24926.38
1051720.3876,13392.83,4282.0,-5064.44,10463.62,27563.34,-3058.86,4617.64,24603.04
1051720.3916,13371.28,4135.47,-5138.97,10448.6,27385.91,-3200.44,3730.11,24534.8
1051720.3956,13339.57,4125.98,-5156.9,10416.32,27749.83,-2836.75,4961.49,24772.98
1051720.3996,13356.31,4255.68,-5096.05,10404.02,27987.63,-2637.15,5956.08,24857.95
1051720.4036,13343.38,4250.96,-5095.34,10408.78,27697.23,-2899.5,5005.74,24772.6
1051720.4076,13342.33,4106.95,-5174.26,10409.55,27377.08,-3175.45,3700.88,24624.54
1051720.4116,13329.75,4085.49,-5178.98,10405.11,27683.55,-2893.07,4668.28,24718.62
1051720.4156,13355.69,4235.94,-5090.33,10425.24,27959.87,-2639.68,5822.71,24838.26
1051720.4196,13379.24,4279.61,-5064.3,10438.73,27745.2,-2845.14,5207.92,24765.64
1051720.4236,13341.0,4131.37,-5136.59,10426.9,27392.44,-3159.0,3810.12,24636.94
1051720.4276,13306.29,4048.54,-5185.32,10394.38,27628.95,-2940.32,4466.39,24737.31
1051720.4316,13329.51,4175.09,-5151.99,10360.62,27950.48,-2675.1,5774.36,24798.78
1051720.4356,13314.92,4217.2,-5137.63,10365.82,27790.65,-2808.43,5449.49,24748.95
1051720.4396,13280.01,4119.11,-5142.4,10397.53,27397.92,-3132.96,3924.99,24644.62
1051720.4436,13306.67,4058.55,-5173.83,10413.84,27515.27,-3002.98,4168.03,24682.19
1051720.4476,13352.54,4193.97,-5120.56,10404.87,27898.51,-2670.19,5575.37,24839.83
1051720.4516,13389.59,4283.52,-5077.98,10428.62,27891.11,-2680.49,5712.18,24869.35
1051720.4556,13358.45,4189.59,-5109.74,10434.2,27481.89,-3049.47,4202.7,24704.6
1051720.4596,13333.51,4059.12,-5176.45,10400.63,27500.3,-3009.46,4018.69,24730.92
1051720.4636,13333.18,4154.87,-5127.24,10405.26,27863.84,-2684.4,5371.57,24841.5
1051720.4675,13383.82,4303.89,-5055.62,10437.39,27935.94,-2620.65,5836.54,24867.01
1051720.4715,13377.43,4247.86,-5081.46,10446.6,27530.58,-3003.65,4445.98,24676.52
1051720.4755,13347.06,4092.17,-5161.72,10431.24,27444.18,-3092.58,3883.65,24610.47
1051720.4795,13354.02,4145.34,-5137.63,10408.36,27817.44,-2741.77,5185.8,24766.92
1051720.4835,13372.23,4269.6,-5080.41,10400.25,27961.69,-2589.85,5912.16,24868.92
1051720.4875,13370.42,4241.37,-5096.25,10403.54,27607.97,-2901.17,4701.28,24770.79
1051720.4915,13336.47,4088.69,-5168.49,10408.93,27393.77,-3123.57,3769.64,24599.75
1051720.4955,13335.61,4098.13,-5157.71,10401.68,27744.82,-2793.65,4939.84,24746.9
1051720.4995,13371.99,4250.34,-5076.12,10414.41,27974.7,-2561.62,5917.84,24914.08
1051720.5035,13376.62,4272.13,-5077.41,10415.6,27672.25,-2885.29,4974.51,24700.74
