TimeStamp,AF7,FP1,FP2,AF8,O1,O2,I1,I2
1051853.8093,12094.69,5335.81,-4753.35,11298.32,27865.79,4386.33,12873.41,17647.65
1051853.8133,12105.99,5359.03,-4728.99,11300.71,27767.71,4035.38,12328.48,17483.62
1051853.8173,12115.53,5349.92,-4728.13,11313.87,27827.7,4170.61,12411.69,17550.71
1051853.8213,12085.39,5307.1,-4768.13,11297.61,27924.97,4557.32,13009.07,17710.5
1051853.8253,12087.35,5328.27,-4759.84,11290.74,27890.4,4461.29,12968.64,17688.13
1051853.8293,12077.24,5322.84,-4772.38,11257.08,27736.09,4023.17,12355.04,17475.51
1051853.8333,12069.27,5300.57,-4780.67,11255.89,27742.1,4030.75,12292.86,17466.93
1051853.8373,12077.95,5295.42,-4782.72,11272.19,27890.16,4467.58,12920.48,17685.56
1051853.8413,12069.47,5303.19,-4787.25,11263.61,27881.1,4481.32,13054.56,17698.96
1051853.8453,12107.56,5361.22,-4731.61,11299.04,27783.3,4097.65,12479.35,17521.57
1051853.8493,12107.8,5349.73,-4741.0,11293.6,27774.0,4032.8,12293.15,17479.52
1051853.8533,12144.76,5365.61,-4709.82,11351.83,27939.32,4469.3,12860.63,17709.45
1051853.8573,12054.59,5288.7,-4794.31,11264.42,27893.55,4536.82,13097.48,17706.59
1051853.8613,12082.29,5336.09,-4759.65,11274.01,27797.32,4159.93,12569.67,17542.22
