TimeStamp,P3,P4,F3,F4,FP1,I1,I2,FP2
1389994.2369,2061.13,12238.55,33624.94,32634.45,24440.1,27638.1,11920.55,8670.71
1389994.2389,2203.37,12187.77,33607.15,32616.43,24420.98,27622.75,11861.23,8652.45
1389994.2409,2631.81,12210.61,33612.3,32610.23,24420.41,27657.89,11918.02,8649.49
1389994.2429,3174.78,12303.5,33636.96,32621.77,24428.04,27718.21,12054.78,8655.93
1389994.2449,3547.81,12390.57,33638.82,32614.76,24417.02,27739.15,12180.0,8645.68
1389994.2469,3575.13,12443.07,33630.99,32605.08,24408.25,27738.96,12248.52,8635.52
1389994.2489,3185.46,12431.1,33614.97,32594.26,24398.62,27704.67,12213.14,8627.08
1389994.2509,2522.18,12329.63,33589.41,32575.28,24392.37,27635.39,12069.13,8623.27
1389994.2529,2070.71,12226.01,33597.04,32588.15,24411.97,27605.58,11927.42,8646.63
1389994.2549,2115.39,12201.02,33620.08,32628.59,24436.72,27621.94,11880.21,8672.24
1389994.2569,2501.58,12224.25,33643.44,32654.05,24448.16,27667.19,11924.51,8684.25
1389994.2589,3012.23,12285.23,33650.07,32648.38,24439.53,27713.49,12028.93,8674.15
1389994.2609,3452.4,12360.1,33645.87,32628.49,24423.08,27754.5,12150.81,8648.54
1389994.2629,3604.84,12421.99,33631.04,32610.56,24405.91,27761.84,12245.42,8626.18
1389994.2649,3356.41,12436.53,33611.73,32599.26,24391.42,27729.32,12250.57,8615.59
1389994.2669,2774.33,12397.82,33612.64,32613.76,24408.25,27694.13,12158.54,8639.0
1389994.2689,2210.09,12299.11,33622.98,32630.69,24431.37,27653.22,12004.81,8663.37
1389994.2709,2066.66,12219.19,33623.84,32625.73,24429.61,27617.93,11891.84,8650.92
1389994.2729,2338.93,12199.4,33624.84,32609.9,24419.6,27625.8,11883.88,8639.29
1389994.2749,2819.73,12241.75,33630.33,32606.13,24414.73,27661.61,11963.23,8632.99
1389994.2769,3327.18,12335.92,33645.54,32617.81,24425.94,27719.17,12100.75,8652.59
1389994.2789,3589.92,12400.34,33623.27,32587.44,24400.43,27734.47,12201.69,8638.14
1389994.2809,3465.32,12421.51,33605.53,32570.99,24387.17,27719.41,12231.21,8630.37
1389994.2829,2976.85,12406.21,33602.15,32578.85,24393.28,27675.16,12165.98,8637.57
1389994.2849,2334.6,12314.85,33604.72,32593.3,24416.64,27636.48,12020.02,8659.6
1389994.2869,2048.44,12237.36,33617.17,32620.2,24438.1,27631.72,11906.29,8676.67
1389994.2889,2213.05,12211.99,33628.42,32637.41,24446.78,27652.7,11874.96,8679.58
1389994.2909,2681.92,12249.47,33647.92,32653.76,24451.88,27693.47,11953.93,8679.68
1389994.2929,3198.77,12329.01,33665.28,32658.87,24454.22,27741.58,12082.15,8684.83
1389994.2949,3575.04,12401.58,33641.49,32628.44,24422.84,27744.77,12192.92,8654.4
1389994.2969,3571.94,12436.2,33623.89,32601.74,24404.96,27736.43,12250.14,8636.43
1389994.2989,3213.45,12438.01,33613.4,32590.25,24402.53,27706.91,12222.39,8637.33
1389994.3009,2535.06,12344.98,33602.62,32583.96,24409.73,27650.07,12078.72,8645.01
1389994.3029,2108.15,12252.24,33616.36,32606.27,24431.9,27625.09,11940.15,8664.99
1389994.3049,2116.97,12216.38,33644.16,32640.84,24455.26,27635.86,11880.69,8688.02
1389994.3069,2508.69,12219.72,33645.2,32635.5,24439.0,27647.31,11901.9,8672.52
1389994.3089,2983.28,12257.48,33634.29,32614.52,24414.97,27671.48,11980.82,8648.83
1389994.3109,3466.42,12352.99,33638.53,32613.71,24409.73,27716.45,12116.24,8640.34
1389994.3129,3592.49,12416.94,33634.33,32598.45,24400.9,27746.35,12218.05,8629.23
1389994.3149,3392.94,12448.84,33628.85,32601.5,24395.85,27740.0,12239.93,8626.61
1389994.3169,2781.3,12403.68,33627.56,32613.38,24409.96,27698.66,12149.43,8646.2
1389994.3189,2232.41,12302.78,33631.95,32628.87,24433.95,27651.69,12000.37,8670.43
1389994.3209,2048.16,12211.66,33625.56,32629.3,24440.72,27614.5,11880.83,8670.95
1389994.3229,2352.05,12206.75,33639.67,32634.21,24446.06,27629.04,11883.64,8673.05
1389994.3249,2813.15,12246.85,33646.97,32629.3,24440.82,27660.04,11957.93,8668.76
1389994.3269,3333.86,12339.55,33657.46,32637.22,24442.1,27712.78,12095.12,8666.09
1389994.3289,3589.58,12415.98,33644.87,32621.24,24429.47,27745.63,12215.09,8653.36
1389994.3309,3496.84,12438.68,33610.2,32593.3,24394.13,27729.8,12245.61,8625.17
1389994.3329,2983.71,12413.74,33599.05,32590.82,24390.75,27699.33,12176.99,8626.75
1389994.3349,2352.67,12310.27,33602.86,32602.89,24417.78,27651.93,12025.26,8649.64
1389994.3369,2046.06,12231.64,33626.99,32635.74,24449.59,27640.78,11912.87,8673.1
1389994.3389,2238.32,12222.91,33655.36,32671.93,24468.47,27644.45,11900.38,8690.64
1389994.3409,2649.21,12228.87,33640.44,32645.42,24439.19,27651.22,11943.06,8660.79
1389994.3429,3158.57,12287.0,33633.28,32626.68,24421.6,27688.94,12049.01,8648.83
1389994.3449,3533.08,12370.02,33623.03,32608.42,24403.91,27721.84,12174.27,8640.67
1389994.3469,3568.65,12432.39,33623.75,32607.85,24404.67,27757.65,12260.3,8647.11
1389994.3489,3219.94,12449.5,33627.13,32614.28,24418.79,27733.28,12236.17,8662.99
1389994.3509,2551.65,12354.42,33613.21,32608.42,24425.8,27653.32,12085.11,8668.47
1389994.3529,2103.47,12263.35,33621.84,32628.4,24445.35,27620.89,11942.58,8684.78
1389994.3549,2108.38,12214.38,33637.81,32648.71,24459.65,27614.5,11873.77,8689.07
1389994.3569,2501.15,12227.82,33645.06,32648.71,24452.5,27644.07,11916.88,8683.63
1389994.3589,2978.75,12270.74,33639.44,32637.27,24429.04,27673.39,12007.48,8668.71
1389994.3609,3448.15,12364.72,33643.01,32632.02,24422.12,27714.97,12141.52,8659.65
1389994.3629,3587.72,12415.7,33629.37,32617.0,24408.01,27733.62,12226.06,8638.57
1389994.3649,3374.24,12432.62,33609.49,32607.32,24394.42,27710.25,12229.01,8626.27
1389994.3669,2755.36,12377.22,33604.39,32605.18,24407.91,27677.97,12128.16,8640.05
1389994.3689,2211.24,12286.86,33612.4,32614.47,24431.52,27649.22,11982.39,8666.95
1389994.3709,2054.17,12226.01,33638.86,32639.17,24460.7,27638.15,11884.98,8700.51
1389994.3729,2366.64,12229.92,33652.4,32650.19,24465.13,27642.68,11888.74,8705.09
1389994.3749,2811.77,12264.59,33655.12,32646.09,24454.55,27672.68,11963.75,8692.36
1389994.3769,3328.04,12340.69,33645.06,32634.17,24428.37,27692.75,12081.29,8663.94
1389994.3789,3571.56,12401.92,33635.29,32617.29,24410.82,27711.68,12187.77,8643.63
1389994.3809,3511.57,12449.55,33631.52,32613.23,24400.76,27721.79,12241.65,8640.43
1389994.3829,3000.93,12429.52,33629.99,32607.27,24415.35,27698.42,12189.68,8660.51
1389994.3849,2374.27,12320.14,33609.06,32592.3,24412.35,27642.54,12040.57,8653.64
1389994.3869,2027.13,12209.99,33604.53,32605.08,24417.07,27604.3,11896.18,8640.48
1389994.3889,2218.15,12198.31,33625.85,32634.79,24437.53,27624.56,11869.34,8653.36
1389994.3909,2641.15,12233.93,33643.87,32645.85,24447.63,27666.33,11937.72,8666.56
1389994.3929,3183.03,12312.37,33651.21,32650.52,24440.67,27714.07,12063.22,8663.23
1389994.3949,3534.41,12392.71,33648.4,32640.94,24428.51,27743.96,12188.48,8662.42
1389994.3969,3584.43,12440.64,33634.43,32629.83,24412.97,27743.82,12256.39,8657.84
1389994.3989,3211.26,12445.88,33625.8,32620.53,24414.4,27715.64,12230.06,8664.04
1389994.4009,2592.42,12381.79,33625.37,32618.96,24433.19,27673.82,12108.28,8685.88
1389994.4029,2107.57,12267.26,33623.03,32616.14,24443.39,27634.58,11952.93,8700.28
1389994.4049,2129.03,12214.9,33633.05,32627.16,24454.5,27630.43,11882.35,8705.14
1389994.4069,2504.16,12232.83,33652.93,32639.41,24466.42,27666.52,11925.17,8711.53
1389994.4089,3024.01,12293.15,33665.09,32640.37,24462.8,27708.92,12031.13,8701.04
1389994.4109,3456.88,12364.91,33649.69,32619.67,24433.66,27734.95,12147.0,8671.24
1389994.4129,3619.53,12423.47,33630.18,32602.84,24411.25,27753.55,12242.46,8650.73
1389994.4149,3404.28,12462.62,33630.57,32612.04,24417.83,27756.65,12272.55,8659.79
1389994.4169,2829.17,12425.57,33637.91,32631.35,24438.05,27723.36,12179.04,8677.29
